movieId,title,year,poster_url
349,Clear and Present Danger (1994),1994.0,https://image.tmdb.org/t/p/original/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
356,Forrest Gump (1994),1994.0,https://image.tmdb.org/t/p/original/saHP97rTPS5eLmrLQEcANmKrsFl.jpg
357,Four Weddings and a Funeral (1994),1994.0,https://image.tmdb.org/t/p/original/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
361,It Could Happen to You (1994),1994.0,https://image.tmdb.org/t/p/original/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg
365,Little Buddha (1993),1993.0,https://image.tmdb.org/t/p/original/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg
368,Maverick (1994),1994.0,https://image.tmdb.org/t/p/original/f4quUawXzMMRQ11uoxPjddAftcv.jpg
377,Speed (1994),1994.0,https://image.tmdb.org/t/p/original/vredgg9pm5RYD6vVcAEksXQd2H8.jpg
379,Timecop (1994),1994.0,https://image.tmdb.org/t/p/original/qDjne2UffjOpZAg9cFmzteWqhd3.jpg
380,True Lies (1994),1994.0,https://image.tmdb.org/t/p/original/pweFTnzzTfGK68woSVkiTgjLzWm.jpg
381,When a Man Loves a Woman (1994),1994.0,https://image.tmdb.org/t/p/original/cA1uMNX3sdWAWfMZbsgm1VIJYSY.jpg
382,Wolf (1994),1994.0,https://image.tmdb.org/t/p/original/8ocZb9x6rN82i8ZzZ05j1vWKVOC.jpg
383,Wyatt Earp (1994),1994.0,https://image.tmdb.org/t/p/original/51LItgyecu2KMAtIchYogEykCIu.jpg
390,Faster Pussycat! Kill! Kill! (1965),1965.0,https://image.tmdb.org/t/p/original/4mld2L1vWqgqFQmKa7KU4HzLKPi.jpg
393,Street Fighter (1994),1994.0,https://image.tmdb.org/t/p/original/4ZJY8OSYtSQ5E0isMgjEesGN0re.jpg
409,Above the Rim (1994),1994.0,https://image.tmdb.org/t/p/original/q7CCx8aj8uME1fBa4KzTMdeWxXu.jpg
410,Addams Family Values (1993),1993.0,https://image.tmdb.org/t/p/original/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg
413,Airheads (1994),1994.0,https://image.tmdb.org/t/p/original/caztkbLTC3GHkVljVsPHiTVh9Pl.jpg
416,Bad Girls (1994),1994.0,https://image.tmdb.org/t/p/original/cXY79luLXt2dzUP2Tx601zpZFzK.jpg
420,Beverly Hills Cop III (1994),1994.0,https://image.tmdb.org/t/p/original/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg
423,Blown Away (1994),1994.0,https://image.tmdb.org/t/p/original/kiV3KcjE0bVgfMwRG9HhRFG8Ggq.jpg
427,Boxing Helena (1993),1993.0,https://image.tmdb.org/t/p/original/fL8b32TY3Cxe661kztmzz5AlIM0.jpg
431,Carlito's Way (1993),1993.0,https://image.tmdb.org/t/p/original/5FoDnVgl1YtdvAAGnLvRpl5lW9X.jpg
432,City Slickers II: The Legend of Curly's Gold (1994),1994.0,https://image.tmdb.org/t/p/original/gh0lsyJARglhpbKmnY8i8M7V5bI.jpg
434,Cliffhanger (1993),1993.0,https://image.tmdb.org/t/p/original/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg
435,Coneheads (1993),1993.0,https://image.tmdb.org/t/p/original/kmD0llGIO4LXSkIqCIlswWQ2Hy3.jpg
436,Color of Night (1994),1994.0,https://image.tmdb.org/t/p/original/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg
440,Dave (1993),1993.0,https://image.tmdb.org/t/p/original/wIUuf1NFchdCJe833JBTiSMzqfv.jpg
441,Dazed and Confused (1993),1993.0,https://image.tmdb.org/t/p/original/msG9awbLhVZwv1Eh9Ge7SofMexW.jpg
442,Demolition Man (1993),1993.0,https://image.tmdb.org/t/p/original/49GjSZn9FnSnrRFmsA4x5WAj8oB.jpg
450,With Honors (1994),1994.0,https://image.tmdb.org/t/p/original/4THzM8Ng0FXOkWtQCZEaHC5fMu3.jpg
453,For Love or Money (1993),1993.0,https://image.tmdb.org/t/p/original/x1twBUsthHeA7FwOxPpQWtJb9zy.jpg
455,Free Willy (1993),1993.0,https://image.tmdb.org/t/p/original/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg
456,Fresh (1994),1994.0,https://image.tmdb.org/t/p/original/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg
458,Geronimo: An American Legend (1993),1993.0,https://image.tmdb.org/t/p/original/rmbeg5wHVjC68G00SKQ0xZQpZru.jpg
464,Hard Target (1993),1993.0,https://image.tmdb.org/t/p/original/kufvuQYWdl82sYzmhy2naBLyMui.jpg
466,Hot Shots! Part Deux (1993),1993.0,https://image.tmdb.org/t/p/original/zh9EGK970GHo10ETclWBOjZVUOK.jpg
474,In the Line of Fire (1993),1993.0,https://image.tmdb.org/t/p/original/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg
475,In the Name of the Father (1993),1993.0,https://image.tmdb.org/t/p/original/kUTImWLPIr6U4xhLsHrgky5vgJt.jpg
480,Jurassic Park (1993),1993.0,https://image.tmdb.org/t/p/original/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg
484,Lassie (1994),1994.0,https://image.tmdb.org/t/p/original/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg
485,Last Action Hero (1993),1993.0,https://image.tmdb.org/t/p/original/5PE2Luiv5l7YXEuUIBh0ZHuxV52.jpg
493,Menace II Society (1993),1993.0,https://image.tmdb.org/t/p/original/rpG5cx9TKMtfUzmTUJdVtruNIXU.jpg
494,Executive Decision (1996),1996.0,https://image.tmdb.org/t/p/original/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg
500,Mrs. Doubtfire (1993),1993.0,https://image.tmdb.org/t/p/original/szvidvi0Fo4j2gmMtk1sNe1rkzw.jpg
501,Naked (1993),1993.0,https://image.tmdb.org/t/p/original/aX5cf2cdHjvcD1Be5drNHYYp4gX.jpg
504,No Escape (1994),1994.0,https://image.tmdb.org/t/p/original/jBVyUBqaMf66WJ7bsJrzmCz8QmW.jpg
508,Philadelphia (1993),1993.0,https://image.tmdb.org/t/p/original/tFe5Yoo5zT495okA49bq1vPPkiV.jpg
510,Poetic Justice (1993),1993.0,https://image.tmdb.org/t/p/original/70l2xVnthoYEyjv26RIbL8bN2zx.jpg
519,RoboCop 3 (1993),1993.0,https://image.tmdb.org/t/p/original/ppLSSwCuC5ERRWbu9H3R8SPL9AM.jpg
520,Robin Hood: Men in Tights (1993),1993.0,https://image.tmdb.org/t/p/original/woexOLEkUlYsPLLuZRK6LjZaF38.jpg
521,Romeo Is Bleeding (1993),1993.0,https://image.tmdb.org/t/p/original/mgCwAZBG0PCkZflC6nzsxwvG2vu.jpg
527,Schindler's List (1993),1993.0,https://image.tmdb.org/t/p/original/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg
539,Sleepless in Seattle (1993),1993.0,https://image.tmdb.org/t/p/original/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg
540,Sliver (1993),1993.0,https://image.tmdb.org/t/p/original/g7PC2e2KqDkIfOoJx9iXJJez99d.jpg
541,Blade Runner (1982),1982.0,https://image.tmdb.org/t/p/original/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg
544,Striking Distance (1993),1993.0,https://image.tmdb.org/t/p/original/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg
546,Super Mario Bros. (1993),1993.0,https://image.tmdb.org/t/p/original/cudfWiiFDxj8rq1Myolzv6yY3ah.jpg
553,Tombstone (1993),1993.0,https://image.tmdb.org/t/p/original/wu1VoC8qPJ89jaZM394xt8G3s1Y.jpg
555,True Romance (1993),1993.0,https://image.tmdb.org/t/p/original/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
564,Chasers (1994),1994.0,https://image.tmdb.org/t/p/original/mEG6fTyTjsA1vzTTqCXsiJzjdQ5.jpg
567,Kika (1993),1993.0,https://image.tmdb.org/t/p/original/mCbjj5q3avgep0ptoJmLxaFG2Uy.jpg
587,Ghost (1990),1990.0,https://image.tmdb.org/t/p/original/yap1VxnhetYhzkAbxTxrUPztSbQ.jpg
588,Aladdin (1992),1992.0,https://image.tmdb.org/t/p/original/oakAd8syy7jNQ4ZoaAGCQkTqcOV.jpg
589,Terminator 2: Judgment Day (1991),1991.0,https://image.tmdb.org/t/p/original/weVXMD5QBGeQil4HEATZqAkXeEc.jpg
590,Dances with Wolves (1990),1990.0,https://image.tmdb.org/t/p/original/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
592,Batman (1989),1989.0,https://image.tmdb.org/t/p/original/jUhGHv4YihieVjhU2TmFaBsZ4Xg.jpg
594,Snow White and the Seven Dwarfs (1937),1937.0,https://image.tmdb.org/t/p/original/1P9eGGlT7eV7kAAvvSh9jfygr1C.jpg
595,Beauty and the Beast (1991),1991.0,https://image.tmdb.org/t/p/original/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg
596,Pinocchio (1940),1940.0,https://image.tmdb.org/t/p/original/ynkEEi296ofs9kCfRWcaWxOWN1n.jpg
597,Pretty Woman (1990),1990.0,https://image.tmdb.org/t/p/original/hMVMMy1yDUvdufpTl8J8KKNYaZX.jpg
605,One Fine Day (1996),1996.0,https://image.tmdb.org/t/p/original/ubEExGaBdbfZEMGLV7kWdqSY68j.jpg
606,Candyman: Farewell to the Flesh (1995),1995.0,https://image.tmdb.org/t/p/original/2rQ6q7PjHrMQALXpPl7ExhQIvb4.jpg
608,Fargo (1996),1996.0,https://image.tmdb.org/t/p/original/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
609,Homeward Bound II: Lost in San Francisco (1996),1996.0,https://image.tmdb.org/t/p/original/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg
610,Heavy Metal (1981),1981.0,https://image.tmdb.org/t/p/original/atUtWrDlLzT1yeVK2EoYtvbS963.jpg
611,Hellraiser: Bloodline (1996),1996.0,https://image.tmdb.org/t/p/original/eXeQKyfWzcsYYbiEtWy189cTBdB.jpg
613,Jane Eyre (1996),1996.0,https://image.tmdb.org/t/p/original/1NOWgJALHZWod4yv2SEaOxSp6w4.jpg
628,Primal Fear (1996),1996.0,https://image.tmdb.org/t/p/original/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg
631,All Dogs Go to Heaven 2 (1996),1996.0,https://image.tmdb.org/t/p/original/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg
647,Courage Under Fire (1996),1996.0,https://image.tmdb.org/t/p/original/2TwwHfreTH5lnhWC9f77ZKaQ98j.jpg
648,Mission: Impossible (1996),1996.0,https://image.tmdb.org/t/p/original/lirMXnE7NoVLDr3qeqf48fR1mk4.jpg
653,Dragonheart (1996),1996.0,https://image.tmdb.org/t/p/original/1J2FvxEoEKMFT9TjUdfhm0MJhZD.jpg
661,James and the Giant Peach (1996),1996.0,https://image.tmdb.org/t/p/original/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg
662,Fear (1996),1996.0,https://image.tmdb.org/t/p/original/ut8snuINzOibbKnvpTnsGWQr4Nl.jpg
665,Underground (1995),1995.0,https://image.tmdb.org/t/p/original/h8N6y13t4VusrDdH5PzTkwvBvgN.jpg
673,Space Jam (1996),1996.0,https://image.tmdb.org/t/p/original/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg
674,Barbarella (1968),1968.0,https://image.tmdb.org/t/p/original/vHxdpF8fjY6JMvDplzyhA6noIXT.jpg
709,Oliver & Company (1988),1988.0,https://image.tmdb.org/t/p/original/15CP0xItV3oIoL5VSb8hM27e9xQ.jpg
719,Multiplicity (1996),1996.0,https://image.tmdb.org/t/p/original/rlG2vi85uSEwWigVTtqDecVFTxR.jpg
736,Twister (1996),1996.0,https://image.tmdb.org/t/p/original/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg
737,Barb Wire (1996),1996.0,https://image.tmdb.org/t/p/original/jW5TLptY7PL1Mllq1g1uMjwXLXT.jpg
742,Thinner (1996),1996.0,https://image.tmdb.org/t/p/original/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg
743,Spy Hard (1996),1996.0,https://image.tmdb.org/t/p/original/ohaS5UAT2FtAFWGqKUBSAVSJ0wC.jpg
760,Stalingrad (1993),1993.0,https://image.tmdb.org/t/p/original/hEHmXFMOBJv5c6Gd5m6mDiLAxsy.jpg
762,Striptease (1996),1996.0,https://image.tmdb.org/t/p/original/4zMy6R7acotCmGoDk4sjzRtDwKn.jpg
765,Jack (1996),1996.0,https://image.tmdb.org/t/p/original/tgyA4EhIp3XrWCgo2Q12UfJJNba.jpg
778,Trainspotting (1996),1996.0,https://image.tmdb.org/t/p/original/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg
781,Stealing Beauty (1996),1996.0,https://image.tmdb.org/t/p/original/5ugxnyVmBK952bwOcE4M0szNimx.jpg
785,Kingpin (1996),1996.0,https://image.tmdb.org/t/p/original/o3yoL3dcPzAE2QpwG7iJlvEeiG7.jpg
786,Eraser (1996),1996.0,https://image.tmdb.org/t/p/original/rcXxBhE6npESFZhHBMRuaTeQXOs.jpg
798,Daylight (1996),1996.0,https://image.tmdb.org/t/p/original/omw7K0L6qArF87zv7qDjjVysyev.jpg
802,Phenomenon (1996),1996.0,https://image.tmdb.org/t/p/original/kJDWbIBY26tMPNgz8xHohQKd4Lm.jpg
832,Ransom (1996),1996.0,https://image.tmdb.org/t/p/original/kFShhVUU5LfGmLvo9OJGM8dyDFL.jpg
836,Chain Reaction (1996),1996.0,https://image.tmdb.org/t/p/original/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg
837,Matilda (1996),1996.0,https://image.tmdb.org/t/p/original/wnLbqoGRGdnPNjMV6rY75wgRamd.jpg
849,Escape from L.A. (1996),1996.0,https://image.tmdb.org/t/p/original/3L9lL2eUsmLNNfENPwNOc82Hzpw.jpg
866,Bound (1996),1996.0,https://image.tmdb.org/t/p/original/uBgdSluw1RioTOkMrlvfTuFVgEI.jpg
897,For Whom the Bell Tolls (1943),1943.0,https://image.tmdb.org/t/p/original/3eSHq23nr1s1M6BQmTthNmdAHiY.jpg
899,Singin' in the Rain (1952),1952.0,https://image.tmdb.org/t/p/original/zjrpWniKbzu0zFR5sUI1Ptdfl9y.jpg
901,Funny Face (1957),1957.0,https://image.tmdb.org/t/p/original/tzTjalpIz6NyFrWPPlOBFoBjb7z.jpg
902,Breakfast at Tiffany's (1961),1961.0,https://image.tmdb.org/t/p/original/aQFwKTNzp02rk0GFRAjTdmbZBNh.jpg
903,Vertigo (1958),1958.0,https://image.tmdb.org/t/p/original/dg9escdBIAAATxlUeTya9gurTtI.jpg
904,Rear Window (1954),1954.0,https://image.tmdb.org/t/p/original/qitnZcLP7C9DLRuPpmvZ7GiEjJN.jpg
908,North by Northwest (1959),1959.0,https://image.tmdb.org/t/p/original/2XhojYqG4ICe68Iqf2bN8xfVgz8.jpg
910,Some Like It Hot (1959),1959.0,https://image.tmdb.org/t/p/original/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
911,Charade (1963),1963.0,https://image.tmdb.org/t/p/original/69b2DSbFmtZMfHMSLp4pCC0D8V2.jpg
912,Casablanca (1942),1942.0,https://image.tmdb.org/t/p/original/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg
914,My Fair Lady (1964),1964.0,https://image.tmdb.org/t/p/original/bTXVc29lGSNclf94VIZ49W4gGKl.jpg
915,Sabrina (1954),1954.0,https://image.tmdb.org/t/p/original/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg
916,Roman Holiday (1953),1953.0,https://image.tmdb.org/t/p/original/7W3afdX2eDuRGIBm1YJgGcLJx8q.jpg
